,app_name,developer,discount_price,early_access,genres,id,metascore,n_reviews,price,publisher,release_date,reviews_url,sentiment,specs,tags,title,url
587,Galactic Crew,"Benjamin Rommel GamesPublisher:Benjamin Rommel GamesRelease Date: 28 Mar, 2019",,False,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",693750,,108,1999€,"Developer:Benjamin Rommel GamesBenjamin Rommel GamesRelease Date: 28 Mar, 2019","Developer:Benjamin Rommel GamesPublisher:Benjamin Rommel Games 28 Mar, 2019",http://steamcommunity.com/app/693750/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']","['Action', 'Indie', 'Casual', 'Simulation', 'Strategy', 'Adventure', 'Space', 'Early Access', 'Perma Death', 'RPG', 'Survival', 'Real-Time with Pause', 'Replay Value', 'Atmospheric', 'Rogue-lite', 'Rogue-like']",Galactic Crew,https://store.steampowered.com/app/693750/Galactic_Crew/
599,Survivor Pass 3: Wild Card,"PUBG CorporationPublisher:PUBG CorporationRelease Date: 27 Mar, 2019",,False,"['Action', 'Adventure', 'Massively Multiplayer']",1046180,,434,999€,"Developer:PUBG CorporationPUBG CorporationRelease Date: 27 Mar, 2019","Developer:PUBG CorporationPublisher:PUBG Corporation 27 Mar, 2019",http://steamcommunity.com/app/1046180/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Stats']","['Action', 'Massively Multiplayer', 'Adventure']",Survivor Pass 3: Wild Card,https://store.steampowered.com/app/1046180/Survivor_Pass_3_Wild_Card/
625,TAPSONIC BOLD,"NEOWIZPublisher:NEOWIZRelease Date: 26 Mar, 2019",,False,"['Action', 'Casual', 'Racing']",938220,,461,1679€,"Developer:NEOWIZNEOWIZRelease Date: 26 Mar, 2019","Developer:NEOWIZPublisher:NEOWIZ 26 Mar, 2019",http://steamcommunity.com/app/938220/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Casual', 'Rhythm', 'Action', 'Racing', 'Music', 'Early Access']",TAPSONIC BOLD,https://store.steampowered.com/app/938220/TAPSONIC_BOLD/
633,Generation Zero,"Avalanche PublishingPublisher:Avalanche PublishingRelease Date: 26 Mar, 2019",,False,"['Action', 'Adventure']",704270,,2524,3499€,"Developer:Avalanche PublishingAvalanche PublishingRelease Date: 26 Mar, 2019","Developer:Avalanche PublishingPublisher:Avalanche Publishing 26 Mar, 2019",http://steamcommunity.com/app/704270/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Open World', 'Survival', 'Adventure', 'Multiplayer', 'FPS', 'Co-op', 'Action', 'Robots', 'Singleplayer', 'Sci-fi', 'Post-apocalyptic', 'Mechs', '1980s', 'Online Co-Op', 'First-Person', 'Stealth', 'Horror', 'Atmospheric', 'Great Soundtrack', 'Nudity']",Generation Zero,https://store.steampowered.com/app/704270/Generation_Zero/
712,Ymir,"Thibaud MichaudPublisher:Thibaud MichaudRelease Date: 16 Mar, 2019",,True,"['Indie', 'Simulation', 'Strategy', 'Early Access']",378360,,256,2999€,"Developer:Thibaud MichaudThibaud MichaudRelease Date: 16 Mar, 2019","Developer:Thibaud MichaudPublisher:Thibaud Michaud 16 Mar, 2019",http://steamcommunity.com/app/378360/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player']","['Early Access', 'Strategy', 'City Builder', 'Simulation', 'Multiplayer', 'Economy', '4X', 'Indie', 'Building', 'Early Access', 'Grand Strategy', 'Alternate History', 'Historical']",Ymir,https://store.steampowered.com/app/378360/Ymir/
723,東方幕華祭 春雪篇 ～ Fantastic Danmaku Festival Part II,"东方幕华祭制作组Publisher:东方幕华祭制作组Release Date: 18 Mar, 2019",,False,['Indie'],1031480,,588,1079€,"Developer:东方幕华祭制作组东方幕华祭制作组Release Date: 18 Mar, 2019","Developer:东方幕华祭制作组Publisher:东方幕华祭制作组 18 Mar, 2019",http://steamcommunity.com/app/1031480/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['Indie', 'Bullet Hell', 'Faith', ""Shoot 'Em Up"", 'Anime', 'Female Protagonist']",東方幕華祭 春雪篇 ～ Fantastic Danmaku Festival Part II,https://store.steampowered.com/app/1031480/___Fantastic_Danmaku_Festival_Part_II/
735,Workers & Resources: Soviet Republic,"3DivisionPublisher:3DivisionRelease Date: 15 Mar, 2019",,True,"['Indie', 'Simulation', 'Strategy', 'Early Access']",784150,,1673,2199€,"Developer:3Division3DivisionRelease Date: 15 Mar, 2019","Developer:3DivisionPublisher:3Division 15 Mar, 2019",http://steamcommunity.com/app/784150/reviews/?browsefilter=mostrecent&p=1,Very Positive,['Single-player'],"['Early Access', 'City Builder', 'Strategy', 'Economy', 'Early Access', 'Simulation', 'Building', 'Management', 'Indie', 'Trains', 'Politics', 'Political', 'Choices Matter', 'Multiple Endings', 'Rogue-like', 'Story Rich', 'Sandbox', 'Casual', 'Masterpiece', 'Cold War']",Workers &amp; Resources: Soviet Republic,https://store.steampowered.com/app/784150/Workers__Resources_Soviet_Republic/
739,Seek Girl,"DSGamePublisher:DSGameRelease Date: 14 Mar, 2019",,False,"['Action', 'Casual', 'Indie']",998930,,920,079€,"Developer:DSGameDSGameRelease Date: 14 Mar, 2019","Developer:DSGamePublisher:DSGame 14 Mar, 2019",http://steamcommunity.com/app/998930/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Sexual Content', 'Nudity', 'Casual', 'Indie', 'Action', 'Anime']",Seek Girl,https://store.steampowered.com/app/998930/Seek_Girl/
758,天际起源 The Ark of Horizon,"MiaoXi StudioPublisher:MiaoXi StudioRelease Date: 19 Jan, 2019",,False,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer']",994200,,391,Free to Play,"Developer:MiaoXi StudioMiaoXi StudioRelease Date: 19 Jan, 2019","Developer:MiaoXi StudioPublisher:MiaoXi Studio 19 Jan, 2019",http://steamcommunity.com/app/994200/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Multi-player', 'Online Multi-Player', 'Steam is learning about this game\xa0', '', '']","['Free to Play', 'Battle Royale', 'Massively Multiplayer', 'Action', 'Third-Person Shooter', 'Adventure', 'Flight', 'Survival', 'Shooter', 'Indie', 'Co-op', 'PvP', 'Early Access', 'FPS', 'Competitive', 'Tactical', 'Casual', 'RPG', 'Team-Based']",天际起源 The Ark of Horizon,https://store.steampowered.com/app/994200/_The_Ark_of_Horizon/
812,CounterAttack,"Relative GamesPublisher:Relative GamesRelease Date: 11 Mar, 2019",,False,"['Action', 'Adventure', 'Indie']",451600,,117,1249€,"Developer:Relative GamesRelative GamesRelease Date: 11 Mar, 2019","Developer:Relative GamesPublisher:Relative Games 11 Mar, 2019",http://steamcommunity.com/app/451600/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']","[""Shoot 'Em Up"", 'Indie', 'Action', 'Adventure', 'Local Co-Op', 'Online Co-Op', 'Co-op', 'Multiplayer', 'Local Multiplayer', 'Bullet Hell', 'Singleplayer', '4 Player Local', 'Side Scroller', 'Space', 'Shooter', 'Arcade', 'Early Access', 'Sci-fi', 'Co-op Campaign', 'Retro']",CounterAttack,https://store.steampowered.com/app/451600/CounterAttack/
818,Nation War:Chronicles | 国战:列国志传,"YimingPublisher: YimingRelease Date: 1 Oct, 2017",,False,"['Indie', 'Simulation', 'Strategy']",669320,,292,1099€,"Developer:Yiming YimingRelease Date: 1 Oct, 2017","Developer:YimingPublisher: Yiming 1 Oct, 2017",http://steamcommunity.com/app/669320/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Strategy', 'Simulation', 'Indie', 'Historical', 'Grand Strategy', 'RTS', 'Great Soundtrack', 'Early Access', 'Soundtrack', 'Exploration', 'Casual', 'War']",Nation War:Chronicles | 国战:列国志传,https://store.steampowered.com/app/669320/Nation_WarChronicles/
820,Factory Town,"Erik AsmussenPublisher:Erik AsmussenRelease Date: 12 Mar, 2019",,True,"['Simulation', 'Strategy', 'Early Access']",860890,,564,1679€,"Developer:Erik AsmussenErik AsmussenRelease Date: 12 Mar, 2019","Developer:Erik AsmussenPublisher:Erik Asmussen 12 Mar, 2019",http://steamcommunity.com/app/860890/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Cloud']","['Early Access', 'Simulation', 'Strategy', 'City Builder', 'Building', 'Sandbox', 'Management', 'Base Building', 'Early Access', 'Resource Management', 'Crafting', 'Economy', 'Singleplayer', 'Indie', 'Survival', 'Real-Time with Pause', 'Colorful', 'Replay Value', 'Real-Time', 'Level Editor']",Factory Town,https://store.steampowered.com/app/860890/Factory_Town/
822,Truberbrook / Trüberbrook,"btfPublisher:Headup, WhisperGamesRelease Date: 12 Mar, 2019",,False,"['Adventure', 'Indie']",757300,,164,2999€,"Developer:btfHeadup, WhisperGamesRelease Date: 12 Mar, 2019","Developer:btfPublisher:Headup, WhisperGames 12 Mar, 2019",http://steamcommunity.com/app/757300/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'Singleplayer', 'Point & Click', 'Story Rich', 'Classic', 'Mystery', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Kickstarter', 'Thriller']",Truberbrook / Trüberbrook,https://store.steampowered.com/app/757300/Truberbrook__Trberbrook/
847,Quest Hunter,"2 Zombie GamesPublisher:2 Zombie GamesRelease Date: 8 Mar, 2019",,False,"['Action', 'Adventure', 'Indie', 'RPG']",487000,,507,998€,"Developer:2 Zombie Games2 Zombie GamesRelease Date: 8 Mar, 2019","Developer:2 Zombie GamesPublisher:2 Zombie Games 8 Mar, 2019",http://steamcommunity.com/app/487000/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['RPG', 'Adventure', 'Indie', 'Action', 'Co-op', 'Hack and Slash', 'Loot', 'Dungeon Crawler', 'Action RPG', 'Fantasy', 'Magic', 'Singleplayer', 'Local Co-Op', 'Isometric', 'Funny', 'Puzzle', 'Atmospheric', 'Action-Adventure', 'Story Rich', 'Early Access']",Quest Hunter,https://store.steampowered.com/app/487000/Quest_Hunter/
848,Shotgun Farmers,"Megastorm GamesPublisher:Megastorm GamesRelease Date: 8 Mar, 2019",,False,"['Action', 'Indie']",604240,,530,819€,"Developer:Megastorm GamesMegastorm GamesRelease Date: 8 Mar, 2019","Developer:Megastorm GamesPublisher:Megastorm Games 8 Mar, 2019",http://steamcommunity.com/app/604240/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","['Indie', 'Action', 'FPS', 'Funny', 'Multiplayer', 'Shooter', 'First-Person', 'Early Access', 'Team-Based', 'Fast-Paced', 'Singleplayer', 'Colorful', 'Arena Shooter', 'Co-op', 'Character Customization', 'Comedy', 'Online Co-Op', 'Family Friendly', '3D', 'America']",Shotgun Farmers,https://store.steampowered.com/app/604240/Shotgun_Farmers/
861,Devil May Cry 5,"CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Franchise:Devil May CryRelease Date: 7 Mar, 2019",,False,['Action'],601150,89.0,9234,5999€,"Developer:CAPCOM Co., Ltd.CAPCOM Co., Ltd.Franchise:Devil May CryRelease Date: 7 Mar, 2019","Developer:CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Franchise:Devil May Cry 7 Mar, 2019",http://steamcommunity.com/app/601150/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Action', 'Hack and Slash', 'Great Soundtrack', 'Character Action Game', 'Demons', 'Violent', 'Spectacle fighter', 'Third Person', 'Singleplayer', 'Nudity', 'Multiplayer', 'Classic', 'Stylized', 'Gore', 'Family Friendly', 'Difficult', 'Story Rich', 'Controller', 'Adventure', 'Anime']",Devil May Cry 5,https://store.steampowered.com/app/601150/Devil_May_Cry_5/
862,Leanna's Slice of Life,"AcerolaPublisher:Kagura GamesRelease Date: 7 Mar, 2019",,False,"['Indie', 'RPG']",1013870,,165,1249€,"Developer:AcerolaKagura GamesRelease Date: 7 Mar, 2019","Developer:AcerolaPublisher:Kagura Games 7 Mar, 2019",http://steamcommunity.com/app/1013870/reviews/?browsefilter=mostrecent&p=1,Very Positive,['Single-player'],"['Sexual Content', 'Nudity', 'Indie', 'RPG', 'Anime', 'Female Protagonist', 'Multiple Endings', 'Adventure', 'RPGMaker', 'JRPG', 'Memes', 'Funny']",Leanna's Slice of Life,https://store.steampowered.com/app/1013870/Leannas_Slice_of_Life/
871,Production Line : Car factory simulation,"Positech GamesPublisher:Positech GamesRelease Date: 7 Mar, 2019",,False,"['Indie', 'Simulation', 'Strategy']",591370,,1435,2099€,"Developer:Positech GamesPositech GamesRelease Date: 7 Mar, 2019","Developer:Positech GamesPublisher:Positech Games 7 Mar, 2019",http://steamcommunity.com/app/591370/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Management', 'Simulation', 'Strategy', 'Economy', 'Building', 'Indie', 'Sandbox', 'Early Access', 'Resource Management', 'Base Building', 'Singleplayer', 'Isometric', '2D', 'Casual', 'Replay Value', 'Family Friendly', 'Education', 'Realistic', 'Moddable', 'Great Soundtrack']",Production Line : Car factory simulation,https://store.steampowered.com/app/591370/Production_Line__Car_factory_simulation/
878,DK Online,"MasangsoftPublisher:MasangsoftRelease Date: 5 Mar, 2019",,False,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",781030,,433,Free To Play,"Developer:MasangsoftMasangsoftRelease Date: 5 Mar, 2019","Developer:MasangsoftPublisher:Masangsoft 5 Mar, 2019",http://steamcommunity.com/app/781030/reviews/?browsefilter=mostrecent&p=1,Mostly Negative,"['Multi-player', 'Online Multi-Player', 'MMO', 'In-App Purchases', 'Profile Features Limited\xa0', '', '']","['Massively Multiplayer', 'Free to Play', 'RPG', 'Action', 'MMORPG']",DK Online,https://store.steampowered.com/app/781030/DK_Online/
882,My Car,"RewindAppPublisher:RewindAppRelease Date: 5 Mar, 2019",,False,"['Casual', 'Indie', 'Racing', 'Simulation']",839930,,242,079€,"Developer:RewindAppRewindAppRelease Date: 5 Mar, 2019","Developer:RewindAppPublisher:RewindApp 5 Mar, 2019",http://steamcommunity.com/app/839930/reviews/?browsefilter=mostrecent&p=1,Mixed,,"['Simulation', 'Casual', 'Indie', 'Racing', 'Singleplayer', 'Family Friendly', 'Relaxing', 'Arcade', 'Action', 'Multiplayer']",My Car,https://store.steampowered.com/app/839930/My_Car/
883,Game Studio Simulator（我要做游戏）,"FunLab骆驼Publisher:WhiteLakeStudioFranchise:WhiteLakeStudioRelease Date: 5 Mar, 2019",,False,"['Casual', 'Indie', 'Simulation', 'Strategy']",1021690,,122,159€,"Developer:FunLab骆驼WhiteLakeStudioFranchise:WhiteLakeStudioRelease Date: 5 Mar, 2019","Developer:FunLab骆驼Publisher:WhiteLakeStudioFranchise:WhiteLakeStudio 5 Mar, 2019",http://steamcommunity.com/app/1021690/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited\xa0', '', '']","['Casual', 'Strategy', 'Simulation', 'Indie', 'Pixel Graphics', 'Dark Humor', '2D', 'Singleplayer', 'RPG', 'Anime', 'Management', 'Dark Comedy', 'Choices Matter', 'Dating Sim', 'Cute', 'Choose Your Own Adventure', 'Rogue-lite', 'Story Rich', 'Tactical', 'Card Game']",Game Studio Simulator（我要做游戏）,https://store.steampowered.com/app/1021690/Game_Studio_Simulator/
906,Smartphone Tycoon,"Roastery GamesPublisher:Roastery GamesRelease Date: 1 Mar, 2019",,False,"['Indie', 'Simulation', 'Strategy']",996380,,290,569€,"Developer:Roastery GamesRoastery GamesRelease Date: 1 Mar, 2019","Developer:Roastery GamesPublisher:Roastery Games 1 Mar, 2019",http://steamcommunity.com/app/996380/reviews/?browsefilter=mostrecent&p=1,Mixed,['Single-player'],"['Strategy', 'Simulation', 'Indie', 'Management']",Smartphone Tycoon,https://store.steampowered.com/app/996380/Smartphone_Tycoon/
910,Intruder,"Superboss GamesPublisher:Superboss GamesRelease Date: 1 Mar, 2019",,True,"['Action', 'Indie', 'Simulation', 'Early Access']",518150,,313,1679€,"Developer:Superboss GamesSuperboss GamesRelease Date: 1 Mar, 2019","Developer:Superboss GamesPublisher:Superboss Games 1 Mar, 2019",http://steamcommunity.com/app/518150/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Multi-player', 'Online Multi-Player', 'Stats', 'Includes level editor']","['Early Access', 'Simulation', 'Multiplayer', 'Stealth', 'Indie', 'Tactical', 'First-Person', 'Team-Based', 'Action', 'Early Access', 'Violent', 'FPS', 'Shooter', 'Competitive']",Intruder,https://store.steampowered.com/app/518150/Intruder/
921,Dawn of Man,"Madruga WorksPublisher:Madruga WorksRelease Date: 1 Mar, 2019",1784€,False,"['Indie', 'Simulation', 'Strategy']",858810,74.0,3370,2099€,"Developer:Madruga WorksMadruga WorksRelease Date: 1 Mar, 2019","Developer:Madruga WorksPublisher:Madruga Works 1 Mar, 2019",http://steamcommunity.com/app/858810/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Workshop']","['City Builder', 'Strategy', 'Simulation', 'Survival', 'Indie', 'Choices Matter', 'Sandbox', 'Economy', 'Singleplayer', 'Historical', 'Casual', 'Destruction', 'Story Rich', 'Multiplayer', 'Open World', 'Nudity', 'RTS', 'Rogue-like', 'Political', 'Politics']",Dawn of Man,https://store.steampowered.com/app/858810/Dawn_of_Man/
923,Objects in Space,"Flat Earth GamesPublisher:505 GamesRelease Date: 21 Jun, 2018",1469€,False,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",824070,79.0,245,2099€,"Developer:Flat Earth Games505 GamesRelease Date: 21 Jun, 2018","Developer:Flat Earth GamesPublisher:505 Games 21 Jun, 2018",http://steamcommunity.com/app/824070/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Stats']","['Simulation', 'Action', 'Strategy', 'Space', 'Adventure', 'Indie', 'RPG', 'Stealth', 'Sci-fi']",Objects in Space,https://store.steampowered.com/app/824070/Objects_in_Space/
